scenario,quarter_index,quarter,country,composite_score_p10,composite_score_median,composite_score_p90,rank_p10,rank_median,rank_p90,implementation_score_median,innovation_score_median,investment_score_median,talent_score_median,infrastructure_score_median,operating_environment_score_median,research_score_median,development_score_median,commercial_ecosystem_score_median,government_strategy_score_median
rec1_only,1,2026Q1,Singapore,33.038641044599984,33.038641044599984,33.038641044599984,4.0,4.0,4.0,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec1_only,1,2026Q1,South Korea,37.781293510599994,37.781293510599994,37.781293510599994,3.0,3.0,3.0,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec1_only,1,2026Q1,Spain,22.141652517199994,22.141652517199994,22.141652517199994,13.0,13.0,13.0,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec1_only,1,2026Q1,UAE,25.56516333899999,25.56516333899999,25.56516333899999,11.0,11.0,11.0,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec1_only,1,2026Q1,United Kingdom,32.50625984399999,32.50625984399999,32.50625984399999,6.0,6.0,6.0,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec1_only,1,2026Q1,United States of America,76.66639400359998,76.66639400359998,76.66639400359998,1.0,1.0,1.0,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec1_only,2,2026Q2,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec1_only,2,2026Q2,China,50.09730426792528,50.105947079487265,50.1108267779358,2.0,2.0,2.0,33.8013536816,70.99647555684511,42.767181456450466,17.608435999999998,63.96388299999999,65.70797,77.83654959314987,62.17062134092226,28.486149845291035,94.87
rec1_only,2,2026Q2,France,26.416681017175645,26.421318615721574,26.424173686846007,10.0,10.0,10.0,31.81229328586667,21.903195157092675,25.163139538779006,23.834751999999998,37.703493,65.93375,28.181653951562886,13.8,7.062880894226726,91.2
rec1_only,2,2026Q2,Germany,30.20831188309462,30.21266025747699,30.215191457995967,7.0,7.0,7.0,35.78758321866667,28.19987842386366,24.811339465020545,32.084827,35.029208999999994,58.791722,36.39265407531233,17.625999999999998,8.409965670717884,84.65
rec1_only,2,2026Q2,India,28.905506131489776,28.909837723017198,28.915875326784537,8.0,8.0,8.0,46.66936125969026,19.22750100529942,16.756467790613108,55.71313319944563,18.771287,51.527429000000005,19.67744,18.646794242350513,5.224396008869238,58.83
rec1_only,2,2026Q2,Israel,27.720862639433683,27.72490911176414,27.730580151086958,9.0,9.0,9.0,39.37821111647084,19.20121416389292,23.097683922211104,39.60667102799904,30.116510999999996,57.058828,20.810449000000002,17.124280260615144,17.393168271874146,43.91
rec1_only,2,2026Q2,Japan,23.010126508673164,23.015369770375536,23.021145929559555,12.0,12.0,12.0,20.539574451400846,25.132428657613623,23.528826976737307,9.896949716919034,40.800648,40.613047,20.311903,31.35396509547627,10.254168671397428,71.96
rec1_only,2,2026Q2,Singapore,33.111173776325344,33.11511999673294,33.12135648265758,4.0,4.0,4.0,51.857491751663645,18.43375810666421,27.170465040928093,56.31368717212487,42.13708899999999,45.990356,20.415143,15.87651452227433,12.739582142819783,79.82
rec1_only,2,2026Q2,South Korea,37.84484835392162,37.849921145920746,37.85458075191426,3.0,3.0,3.0,31.316252075511137,51.85485056174663,26.224811420298906,21.869293370996232,48.873993999999996,50.010816000000005,25.094224,86.3930368674208,9.429694965033683,87.5
rec1_only,2,2026Q2,Spain,22.216312856720393,22.221410894710715,22.224393536007984,13.0,13.0,13.0,32.182436782399996,11.309629003953553,23.850204268770156,28.328127999999992,30.508564999999997,57.942934,14.895174884825806,6.6819999999999995,5.368151449174,91.28
rec1_only,2,2026Q2,UAE,25.645497418308846,25.65021182467236,25.656954618271538,11.0,11.0,11.0,39.17701745951854,8.147017329396844,32.00955626142884,34.240045850649224,50.14824,45.262485999999996,7.100418,9.497794469935608,18.477450179716854,81.38
rec1_only,2,2026Q2,United Kingdom,32.57195010398797,32.57570046399033,32.57819505307874,6.0,6.0,6.0,37.38945935893333,30.17414279350301,28.93523246671195,35.37574299999999,31.680918,60.76709700000001,41.04332646543536,16.146,14.165780640230405,82.82
rec1_only,2,2026Q2,United States of America,76.68968434606775,76.69291992449774,76.69550569425745,1.0,1.0,1.0,73.72280236693332,75.0012852463671,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.16427746766023,85.5956,77.39
rec2_only,1,2026Q1,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec2_only,1,2026Q1,China,49.998453436799984,49.998453436799984,49.998453436799984,2.0,2.0,2.0,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
rec2_only,1,2026Q1,France,26.344510560399996,26.344510560399996,26.344510560399996,10.0,10.0,10.0,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
rec2_only,1,2026Q1,Germany,30.139545360399993,30.139545360399993,30.139545360399993,7.0,7.0,7.0,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
rec2_only,1,2026Q1,India,28.832275047799993,28.832275047799993,28.832275047799993,8.0,8.0,8.0,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec2_only,1,2026Q1,Israel,27.65212443879999,27.65212443879999,27.65212443879999,9.0,9.0,9.0,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec2_only,1,2026Q1,Japan,22.934060240999997,22.934060240999997,22.934060240999997,12.0,12.0,12.0,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec2_only,1,2026Q1,Singapore,33.038641044599984,33.038641044599984,33.038641044599984,4.0,4.0,4.0,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec2_only,1,2026Q1,South Korea,37.781293510599994,37.781293510599994,37.781293510599994,3.0,3.0,3.0,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec2_only,1,2026Q1,Spain,22.141652517199994,22.141652517199994,22.141652517199994,13.0,13.0,13.0,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec2_only,1,2026Q1,UAE,25.56516333899999,25.56516333899999,25.56516333899999,11.0,11.0,11.0,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec2_only,1,2026Q1,United Kingdom,32.50625984399999,32.50625984399999,32.50625984399999,6.0,6.0,6.0,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec2_only,1,2026Q1,United States of America,76.66639400359998,76.66639400359998,76.66639400359998,1.0,1.0,1.0,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec2_only,2,2026Q2,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec2_only,2,2026Q2,China,50.093689361789934,50.107446271378336,50.111841061556795,2.0,2.0,2.0,33.8013536816,70.99590280360373,42.76460095450405,17.608435999999998,63.96388299999999,65.70797,77.84857934380071,62.14756106451934,28.48286204514273,94.87
rec2_only,2,2026Q2,France,26.413648312944535,26.418851815605862,26.425946275852212,10.0,10.0,10.0,31.81229328586667,21.899486990279772,25.162163488711293,23.834751999999998,37.703493,65.93375,28.175072649883248,13.8,7.061637315409879,91.2
rec2_only,2,2026Q2,Germany,30.205290688917025,30.210751965776474,30.217276113257668,7.0,7.0,7.0,35.78758321866667,28.19668577782614,24.810613997888822,32.084827,35.029208999999994,58.791722,36.38698772646953,17.625999999999998,8.409041357931923,84.65
rec2_only,2,2026Q2,India,28.90421322415422,28.90797915145624,28.912258918642173,8.0,8.0,8.0,46.668945717524906,19.22852978476471,16.747842825486,55.71249871934788,18.771287,51.527429000000005,19.67744,18.649150800025986,5.213406998896412,58.83
rec2_only,2,2026Q2,Israel,27.720212719411613,27.723034415352938,27.727084546269612,9.0,9.0,9.0,39.377723368824164,19.202286094362684,23.091291816102164,39.605926299304,30.116510999999996,57.058828,20.810449000000002,17.12673566146763,17.385024132536387,43.91
rec2_only,2,2026Q2,Japan,23.00952386732596,23.0121812657487,23.016164202022363,12.0,12.0,12.0,20.538930448359274,25.133403721518164,23.518850565952746,9.895966406086023,40.800648,40.613047,20.311903,31.356198610438284,10.241457793615442,71.96
rec2_only,2,2026Q2,Singapore,33.10979099336524,33.1131494943667,33.11769136331988,4.0,4.0,4.0,51.8570314891739,18.4349105360768,27.161936011454817,56.31298440977287,42.13708899999999,45.990356,20.415143,15.879154316777736,12.728715363817305,79.82
rec2_only,2,2026Q2,South Korea,37.84515531993212,37.84739383009739,37.849137217919655,3.0,3.0,3.0,31.315603213215304,51.8551890739369,26.214577165212273,21.868302640699262,48.873993999999996,50.010816000000005,25.094224,86.39381227510256,9.4166555695632,87.5
rec2_only,2,2026Q2,Spain,22.213317818535785,22.218612364725892,22.226098282560393,13.0,13.0,13.0,32.182436782399996,11.30557848357553,23.85010902380788,28.328127999999992,30.508564999999997,57.942934,14.887985969679232,6.6819999999999995,5.368030098209108,91.28
rec2_only,2,2026Q2,UAE,25.643940341465196,25.646539193760866,25.651719117333897,11.0,11.0,11.0,39.176278321389596,8.148274213999574,31.996197078179826,34.23891728062336,50.14824,45.262485999999996,7.100418,9.500673533095098,18.460429334323415,81.38
rec2_only,2,2026Q2,United Kingdom,32.56876146060388,32.57353408338382,32.579735748611604,6.0,6.0,6.0,37.38945935893333,30.170982989522614,28.93312427460024,35.37574299999999,31.680918,60.76709700000001,41.03771840509374,16.146,14.16309460686114,82.82
rec2_only,2,2026Q2,United States of America,76.68757773331971,76.6888041288526,76.691756660453,1.0,1.0,1.0,73.72280236693332,74.99042849182965,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.13940861179829,85.5956,77.39
rec3_only,1,2026Q1,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec3_only,1,2026Q1,China,49.998453436799984,49.998453436799984,49.998453436799984,2.0,2.0,2.0,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
rec3_only,1,2026Q1,France,26.344510560399996,26.344510560399996,26.344510560399996,10.0,10.0,10.0,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
rec3_only,1,2026Q1,Germany,30.139545360399993,30.139545360399993,30.139545360399993,7.0,7.0,7.0,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
rec3_only,1,2026Q1,India,28.832275047799993,28.832275047799993,28.832275047799993,8.0,8.0,8.0,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
rec3_only,1,2026Q1,Israel,27.65212443879999,27.65212443879999,27.65212443879999,9.0,9.0,9.0,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
rec3_only,1,2026Q1,Japan,22.934060240999997,22.934060240999997,22.934060240999997,12.0,12.0,12.0,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
rec3_only,1,2026Q1,Singapore,33.038641044599984,33.038641044599984,33.038641044599984,4.0,4.0,4.0,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
rec3_only,1,2026Q1,South Korea,37.781293510599994,37.781293510599994,37.781293510599994,3.0,3.0,3.0,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
rec3_only,1,2026Q1,Spain,22.141652517199994,22.141652517199994,22.141652517199994,13.0,13.0,13.0,32.182436782399996,11.25003292218412,23.620785860105734,28.328127999999992,30.508564999999997,57.942934,14.789403,6.6819999999999995,5.075851,91.28
rec3_only,1,2026Q1,UAE,25.56516333899999,25.56516333899999,25.56516333899999,11.0,11.0,11.0,39.10831308586666,8.077257411764707,31.87254024806832,34.13514299999999,50.14824,45.262485999999996,7.100418,9.338,18.302879,81.38
rec3_only,1,2026Q1,United Kingdom,32.50625984399999,32.50625984399999,32.50625984399999,6.0,6.0,6.0,37.38945935893333,30.127651992614076,28.72639167954453,35.37574299999999,31.680918,60.76709700000001,40.96081399999999,16.146,13.899698,82.82
rec3_only,1,2026Q1,United States of America,76.66639400359998,76.66639400359998,76.66639400359998,1.0,1.0,1.0,73.72280236693332,74.9313144711158,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.004,85.5956,77.39
rec3_only,2,2026Q2,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
rec3_only,2,2026Q2,China,50.09826381861794,50.105099874778794,50.11420078322677,2.0,2.0,2.0,33.8013536816,70.9974933586961,42.76541570665151,17.608435999999998,63.96388299999999,65.70797,77.841925215076,62.16616491657349,28.483900115365834,94.87
rec3_only,2,2026Q2,France,26.41295639468024,26.419875089536834,26.42650640979051,10.0,10.0,10.0,31.81229328586667,21.89528251397709,25.169293997777572,23.834751999999998,37.703493,65.93375,28.167610491801103,13.8,7.070722248981891,91.2
rec3_only,2,2026Q2,Germany,30.204995275705237,30.211679760980257,30.21751683775806,7.0,7.0,7.0,35.78758321866667,28.19306582077327,24.817668859478236,32.084827,35.029208999999994,58.791722,36.38056298059526,17.625999999999998,8.418029909563202,84.65
rec3_only,2,2026Q2,India,28.90542283126919,28.90849710746916,28.91213062788929,8.0,8.0,8.0,46.66624122903375,19.229213285543423,16.75609236671815,55.70836930898883,18.771287,51.527429000000005,19.67744,18.65071645045021,5.2239176838134345,58.83
rec3_only,2,2026Q2,Israel,27.72095337710791,27.723557085806178,27.726669999608145,9.0,9.0,9.0,39.37454894272017,19.202998263817392,23.09788006252205,39.60107935390906,30.116510999999996,57.058828,20.810449000000002,17.12836698134847,17.393418172923177,43.91
rec3_only,2,2026Q2,Japan,23.009809276807786,23.012884396644132,23.016262201260293,12.0,12.0,12.0,20.534739059471647,25.13405153473814,23.526696220444887,9.889566687711184,40.800648,40.613047,20.311903,31.357682513711346,10.251453889157503,71.96
rec3_only,2,2026Q2,Singapore,33.11127140084529,33.11356670158064,33.117235643300766,4.0,4.0,4.0,51.854035945736406,18.435676187440862,27.169312034711716,56.30841059548516,42.13708899999999,45.990356,20.415143,15.88090814416212,12.738113105365862,79.82
rec3_only,2,2026Q2,South Korea,37.84477593707948,37.847883195998854,37.850404323419525,3.0,3.0,3.0,31.31138019866288,51.855413974757205,26.222567330143345,21.86185463395187,48.873993999999996,50.010816000000005,25.094224,86.39432744066738,9.426835784882119,87.5
rec3_only,2,2026Q2,Spain,22.21228629943896,22.219915493164294,22.227028726393407,13.0,13.0,13.0,32.182436782399996,11.300985832327033,23.857175470175996,28.328127999999992,30.508564999999997,57.942934,14.879834873760197,6.6819999999999995,5.377033409928897,91.28
rec3_only,2,2026Q2,UAE,25.643325519587815,25.648133146703955,25.65088351827262,11.0,11.0,11.0,39.17146776128337,8.149109263331045,32.00359162373525,34.23157216645465,50.14824,45.262485999999996,7.100418,9.502586325853768,18.46985067500776,81.38
rec3_only,2,2026Q2,United Kingdom,32.56857645081729,32.574454505296146,32.580080588646304,6.0,6.0,6.0,37.38945935893333,30.16740027018257,28.940392835563173,35.37574299999999,31.680918,60.76709700000001,41.03135974918639,16.146,14.172355431424794,82.82
rec3_only,2,2026Q2,United States of America,76.68808137504972,76.69212454236065,76.69440469741781,1.0,1.0,1.0,73.72280236693332,74.99918716634309,83.83034485563238,72.61859899999999,79.28400599999999,68.707888,77.199435,72.15947153329705,85.5956,77.39
all_recommendations,1,2026Q1,Canada,32.86445341959999,32.86445341959999,32.86445341959999,5.0,5.0,5.0,44.856085317333324,23.13710140226853,29.57359204554697,41.94014599999999,40.92203799999999,69.81874599999999,28.821981,15.8,10.270188000000001,100.0
all_recommendations,1,2026Q1,China,49.998453436799984,49.998453436799984,49.998453436799984,2.0,2.0,2.0,33.8013536816,70.8754281382221,42.51350548596991,17.608435999999998,63.96388299999999,65.70797,77.735177,62.022,28.162943,94.87
all_recommendations,1,2026Q1,France,26.344510560399996,26.344510560399996,26.344510560399996,10.0,10.0,10.0,31.81229328586667,21.848636188868372,24.93730215128101,23.834751999999998,37.703493,65.93375,28.084822,13.8,6.775143,91.2
all_recommendations,1,2026Q1,Germany,30.139545360399993,30.139545360399993,30.139545360399993,7.0,7.0,7.0,35.78758321866667,28.15290441150092,24.589001996746646,32.084827,35.029208999999994,58.791722,36.309284,17.625999999999998,8.126687,84.65
all_recommendations,1,2026Q1,India,28.832275047799993,28.832275047799993,28.832275047799993,8.0,8.0,8.0,46.630735780799995,19.170401434977578,16.58499368035787,55.65415699999999,18.771287,51.527429000000005,19.67744,18.516,5.005922,58.83
all_recommendations,1,2026Q1,Israel,27.65212443879999,27.65212443879999,27.65212443879999,9.0,9.0,9.0,39.33287399306666,19.141719615932473,22.95921425376169,39.53744699999999,30.116510999999996,57.058828,20.810449000000002,16.988,17.216745,43.91
all_recommendations,1,2026Q1,Japan,22.934060240999997,22.934060240999997,22.934060240999997,12.0,12.0,12.0,20.479713075200003,25.078310421524666,23.371209259861732,9.805549,40.800648,40.613047,20.311903,31.23,10.053349,71.96
all_recommendations,1,2026Q1,Singapore,33.038641044599984,33.038641044599984,33.038641044599984,4.0,4.0,4.0,51.814709428799986,18.36979568662622,27.01966435136234,56.248363999999995,42.13708899999999,45.990356,20.415143,15.729999999999999,12.547448000000001,79.82
all_recommendations,1,2026Q1,South Korea,37.781293510599994,37.781293510599994,37.781293510599994,3.0,3.0,3.0,31.255939021866666,51.83606237509893,26.064518629524198,21.777202999999997,48.873993999999996,50.010816000000005,25.094224,86.35000000000001,9.225467,87.5
