scenario,quarter_index,kpi_order,pillar,subpillar,kpi,benchmark_type,benchmark_label,benchmark_country,benchmark_score,baseline_canada_score,scenario_canada_score,baseline_gap,post_policy_gap,absolute_gap_reduction,percent_gap_reduction
rec3_only,16,16,Innovation,Research,Tortoise Research Score,peer_best,Peer-Cluster Best,United Kingdom,36.5,30.67,30.67,5.829999999999998,5.829999999999998,0.0,0.0
rec3_only,16,17,Innovation,Research,AI Publications (Total),peer_best,Peer-Cluster Best,United Kingdom,76.21,34.73,34.73,41.48,41.48,0.0,0.0
rec3_only,16,18,Innovation,Research,AI Citations (% of World Total),peer_best,Peer-Cluster Best,United Kingdom,20.98,10.72,10.72,10.26,10.26,0.0,0.0
rec3_only,16,19,Innovation,Research,Notable AI Models,peer_best,Peer-Cluster Best,France,7.5,2.5,2.5,5.0,5.0,0.0,0.0
rec3_only,16,20,Innovation,Research,Academia-Industry Concentration,peer_best,Peer-Cluster Best,France,100.0,100.0,100.0,0.0,0.0,0.0,0.0
rec3_only,16,21,Innovation,Development,Tortoise Development Score,peer_best,Peer-Cluster Best,United Kingdom,25.03,25.78,26.410573011362825,0.0,0.0,0.0,0.0
rec3_only,16,22,Innovation,Development,AI Patent Grants (per 100k),peer_best,Peer-Cluster Best,Germany,6.88,0.83,1.4617137303452457,6.05,5.418286269654754,0.631713730345246,10.441549261904894
rec3_only,16,23,Investment,Commercial Ecosystem,Tortoise Commercial Score,peer_best,Peer-Cluster Best,United Kingdom,18.91,14.88,22.513182996418887,4.029999999999999,0.0,4.029999999999999,100.0
rec3_only,16,24,Investment,Commercial Ecosystem,AI Investment Activity,peer_best,Peer-Cluster Best,United Kingdom,6.96,3.16,8.040995421439348,3.8,0.0,3.8,100.0
rec3_only,16,25,Investment,Commercial Ecosystem,AI Adoption (%),peer_best,Peer-Cluster Best,Spain,20.0,8.0,13.717077132916906,12.0,6.282922867083094,5.717077132916906,47.64230944097421
rec3_only,16,26,Investment,Government Strategy,Tortoise Government Strategy Score,peer_best,Peer-Cluster Best,Spain,91.28,100.0,100.0,0.0,0.0,0.0,0.0
all_recommendations,16,1,Implementation,Talent,Tortoise Talent Score,global_best,Global Best,United States of America,100.0,31.28,35.950130939989805,68.72,64.0498690600102,4.670130939989804,6.795883207202857
all_recommendations,16,2,Implementation,Talent,Relative AI Skill Penetration,global_best,Global Best,United States of America,100.0,38.99,41.04438304978961,61.01,58.95561695021039,2.0543830497896067,3.3672890506303994
all_recommendations,16,3,Implementation,Talent,AI Hiring Rate YoY Ratio,global_best,Global Best,India,100.0,73.73,77.48620861494722,26.27,22.513791385052784,3.756208614947212,14.298472078215504
all_recommendations,16,4,Implementation,Talent,AI Talent Concentration,global_best,Global Best,Israel,100.0,35.58,37.65310775829565,64.42,62.34689224170435,2.0731077582956488,3.218112012256517
all_recommendations,16,5,Implementation,Talent,AI Job Postings (% of Total),global_best,Global Best,Singapore,100.0,27.63,37.23055241515107,72.37,62.76944758484893,9.600552415151071,13.265928444315422
all_recommendations,16,6,Implementation,Talent,Net Migration Flow of AI Skills,global_best,Global Best,UAE,100.0,48.96,55.14929462531403,51.04,44.85070537468597,6.189294625314027,12.126360943013376
all_recommendations,16,7,Implementation,Infrastructure,Tortoise Infrastructure Score,global_best,Global Best,China,100.0,77.05,77.05,22.950000000000003,22.950000000000003,0.0,0.0
all_recommendations,16,8,Implementation,Infrastructure,Compute Hardware Index,global_best,Global Best,United States of America,100.0,3.61,3.61,96.39,96.39,0.0,0.0
all_recommendations,16,9,Implementation,Infrastructure,Parts Semiconductor Devices Exports,global_best,Global Best,China,100.0,0.29,0.29,99.71,99.71,0.0,0.0
all_recommendations,16,10,Implementation,Infrastructure,Internet Speed,global_best,Global Best,UAE,100.0,7.61,7.61,92.39,92.39,0.0,0.0
